provstate,iyear,imonth,UER
Florida ,2012,4,8.6
Florida ,2012,5,8.5
Florida ,2012,6,8.5
Florida ,2012,7,8.4
Florida ,2012,8,8.3
Florida ,2012,9,8.2
Florida ,2012,10,8
Florida ,2012,11,7.9
Florida ,2012,12,7.8
Florida ,2013,1,7.7
Florida ,2013,2,7.6
Florida ,2013,3,7.5
Florida ,2013,4,7.4
Florida ,2013,5,7.2
Florida ,2013,6,7.1
Florida ,2013,7,7
Florida ,2013,8,6.9
Florida ,2013,9,6.8
Florida ,2013,10,6.7
Florida ,2013,11,6.6
Florida ,2013,12,6.6
Florida ,2014,1,6.6
Florida ,2014,2,6.5
Florida ,2014,3,6.5
Florida ,2014,4,6.4
Florida ,2014,5,6.3
Florida ,2014,6,6.2
Florida ,2014,7,6.1
Florida ,2014,8,6
Florida ,2014,9,6
Florida ,2014,10,5.9
Florida ,2014,11,5.8
Florida ,2014,12,5.8
Florida ,2015,1,5.7
Florida ,2015,2,5.6
Florida ,2015,3,5.5
Florida ,2015,4,5.5
Florida ,2015,5,5.4
Florida ,2015,6,5.3
Florida ,2015,7,5.3
Florida ,2015,8,5.2
Florida ,2015,9,5.2
Florida ,2015,10,5.1
Florida ,2015,11,5.1
Florida ,2015,12,5.1
Florida ,2016,1,5
Florida ,2016,2,5
Florida ,2016,3,4.9
Florida ,2016,4,4.9
Florida ,2016,5,4.9
Florida ,2016,6,4.9
Florida ,2016,7,4.9
Florida ,2016,8,4.9
Florida ,2016,9,4.9
Florida ,2016,10,4.9
Florida ,2016,11,4.9
Florida ,2016,12,4.9
Florida ,2017,1,5
Florida ,2017,2,5
Florida ,2017,3,4.8
Florida ,2017,4,4.5
Florida ,2017,5,4.3
Florida ,2017,6,4.1
Florida ,2017,7,4.1
Florida ,2017,8,4
Florida ,2017,9,3.8
Florida ,2017,10,3.6
Wisconsin,1976,1,6
Wisconsin,1976,2,5.9
Wisconsin,1976,3,5.7
Wisconsin,1976,4,5.6
Wisconsin,1976,5,5.5
Wisconsin,1976,6,5.4
Wisconsin,1976,7,5.4
Wisconsin,1976,8,5.4
Wisconsin,1976,9,5.4
Wisconsin,1976,10,5.4
Wisconsin,1976,11,5.4
Wisconsin,1976,12,5.5
Wisconsin,1977,1,5.4
Wisconsin,1977,2,5.4
Wisconsin,1977,3,5.3
Wisconsin,1977,4,5.2
Wisconsin,1977,5,5.1
Wisconsin,1977,6,5
Wisconsin,1977,7,5
Wisconsin,1977,8,5
Wisconsin,1977,9,5
Wisconsin,1977,10,5
Wisconsin,1977,11,5
Wisconsin,1977,12,5
Wisconsin,1978,1,4.9
Wisconsin,1978,2,4.9
Wisconsin,1978,3,4.9
Wisconsin,1978,4,4.9
Wisconsin,1978,5,4.9
Wisconsin,1978,6,4.9
Wisconsin,1978,7,4.9
Wisconsin,1978,8,5
Wisconsin,1978,9,5.1
Wisconsin,1978,10,5.1
Wisconsin,1978,11,5.1
Wisconsin,1978,12,5
Wisconsin,1979,1,4.9
Wisconsin,1979,2,4.7
Wisconsin,1979,3,4.6
Wisconsin,1979,4,4.5
Wisconsin,1979,5,4.4
Wisconsin,1979,6,4.4
Wisconsin,1979,7,4.4
Wisconsin,1979,8,4.5
Wisconsin,1979,9,4.5
Wisconsin,1979,10,4.6
Wisconsin,1979,11,4.7
Wisconsin,1979,12,4.9
Wisconsin,1980,1,5.2
Wisconsin,1980,2,5.5
Wisconsin,1980,3,6
Wisconsin,1980,4,6.5
Wisconsin,1980,5,6.8
Wisconsin,1980,6,7.1
Wisconsin,1980,7,7.1
Wisconsin,1980,8,8.5
Wisconsin,1980,9,8.7
Wisconsin,1980,10,8.6
Wisconsin,1980,11,8.4
Wisconsin,1980,12,8.3
Wisconsin,1981,1,8.1
Wisconsin,1981,2,8
Wisconsin,1981,3,7.9
Wisconsin,1981,4,7.7
Wisconsin,1981,5,7.6
Wisconsin,1981,6,7.6
Wisconsin,1981,7,7.7
Wisconsin,1981,8,7.8
Wisconsin,1981,9,8
Wisconsin,1981,10,8.3
Wisconsin,1981,11,8.5
Wisconsin,1981,12,8.8
Wisconsin,1982,1,9.1
Wisconsin,1982,2,9.4
Wisconsin,1982,3,9.7
Wisconsin,1982,4,10
Wisconsin,1982,5,10.3
Wisconsin,1982,6,10.5
Wisconsin,1982,7,10.7
Wisconsin,1982,8,10.9
Wisconsin,1982,9,11.1
Wisconsin,1982,10,11.4
Wisconsin,1982,11,11.6
Wisconsin,1982,12,11.8
Wisconsin,1983,1,11.9
Wisconsin,1983,2,11.7
Wisconsin,1983,3,11.4
Wisconsin,1983,4,11
Wisconsin,1983,5,10.6
Wisconsin,1983,6,10.3
Wisconsin,1983,7,10
Wisconsin,1983,8,9.8
Wisconsin,1983,9,9.5
Wisconsin,1983,10,9.2
Wisconsin,1983,11,8.8
Wisconsin,1983,12,8.5
Wisconsin,1984,1,8.2
Wisconsin,1984,2,7.9
Wisconsin,1984,3,7.7
Wisconsin,1984,4,7.6
Wisconsin,1984,5,7.5
Wisconsin,1984,6,7.4
Wisconsin,1984,7,7.3
Wisconsin,1984,8,7.2
Wisconsin,1984,9,7
Wisconsin,1984,10,7
Wisconsin,1984,11,6.9
Wisconsin,1984,12,6.9
Wisconsin,1985,1,7
Wisconsin,1985,2,7.1
Wisconsin,1985,3,7.1
Wisconsin,1985,4,7.2
Wisconsin,1985,5,7.2
Wisconsin,1985,6,7.2
Wisconsin,1985,7,7.2
Wisconsin,1985,8,7.2
Wisconsin,1985,9,7.2
Wisconsin,1985,10,7.2
Wisconsin,1985,11,7.2
Wisconsin,1985,12,7.2
Wisconsin,1986,1,7.1
Wisconsin,1986,2,7.1
Wisconsin,1986,3,7.2
Wisconsin,1986,4,7.2
Wisconsin,1986,5,7.1
Wisconsin,1986,6,7.1
Wisconsin,1986,7,7
Wisconsin,1986,8,6.9
Wisconsin,1986,9,6.8
Wisconsin,1986,10,6.8
Wisconsin,1986,11,6.7
Wisconsin,1986,12,6.6
Wisconsin,1987,1,6.5
Wisconsin,1987,2,6.4
Wisconsin,1987,3,6.3
Wisconsin,1987,4,6.1
Wisconsin,1987,5,6
Wisconsin,1987,6,5.9
Wisconsin,1987,7,5.8
Wisconsin,1987,8,5.7
Wisconsin,1987,9,5.7
Wisconsin,1987,10,5.6
Wisconsin,1987,11,5.4
Wisconsin,1987,12,5.2
Wisconsin,1988,1,5
Wisconsin,1988,2,4.8
Wisconsin,1988,3,4.6
Wisconsin,1988,4,4.5
Wisconsin,1988,5,4.4
Wisconsin,1988,6,4.3
Wisconsin,1988,7,4.3
Wisconsin,1988,8,4.2
Wisconsin,1988,9,4.2
Wisconsin,1988,10,4.2
Wisconsin,1988,11,4.2
Wisconsin,1988,12,4.2
Wisconsin,1989,1,4.2
Wisconsin,1989,2,4.2
Wisconsin,1989,3,4.3
Wisconsin,1989,4,4.4
Wisconsin,1989,5,4.4
Wisconsin,1989,6,4.4
Wisconsin,1989,7,4.4
Wisconsin,1989,8,4.4
Wisconsin,1989,9,4.4
Wisconsin,1989,10,4.3
Wisconsin,1989,11,4.3
Wisconsin,1989,12,4.3
Wisconsin,1990,1,4.2
Wisconsin,1990,2,4.2
Wisconsin,1990,3,4.1
Wisconsin,1990,4,4.1
Wisconsin,1990,5,4.1
Wisconsin,1990,6,4.1
Wisconsin,1990,7,4.2
Wisconsin,1990,8,4.4
Wisconsin,1990,9,4.5
Wisconsin,1990,10,4.7
Wisconsin,1990,11,4.9
Wisconsin,1990,12,5.1
Wisconsin,1991,1,5.4
Wisconsin,1991,2,5.6
Wisconsin,1991,3,5.7
Wisconsin,1991,4,5.7
Wisconsin,1991,5,5.6
Wisconsin,1991,6,5.5
Wisconsin,1991,7,5.4
Wisconsin,1991,8,5.4
Wisconsin,1991,9,5.4
Wisconsin,1991,10,5.4
Wisconsin,1991,11,5.3
Wisconsin,1991,12,5.3
Wisconsin,1992,1,5.2
Wisconsin,1992,2,5.1
Wisconsin,1992,3,5.1
Wisconsin,1992,4,5.1
Wisconsin,1992,5,5.2
Wisconsin,1992,6,5.3
Wisconsin,1992,7,5.3
Wisconsin,1992,8,5.3
Wisconsin,1992,9,5.2
Wisconsin,1992,10,5
Wisconsin,1992,11,4.8
Wisconsin,1992,12,4.7
Wisconsin,1993,1,4.6
Wisconsin,1993,2,4.7
Wisconsin,1993,3,4.7
Wisconsin,1993,4,4.8
Wisconsin,1993,5,4.9
Wisconsin,1993,6,4.9
Wisconsin,1993,7,4.8
Wisconsin,1993,8,4.8
Wisconsin,1993,9,4.7
Wisconsin,1993,10,4.7
Wisconsin,1993,11,4.8
Wisconsin,1993,12,4.9
Wisconsin,1994,1,4.9
Wisconsin,1994,2,4.9
Wisconsin,1994,3,4.8
Wisconsin,1994,4,4.7
Wisconsin,1994,5,4.6
Wisconsin,1994,6,4.5
Wisconsin,1994,7,4.5
Wisconsin,1994,8,4.4
Wisconsin,1994,9,4.3
Wisconsin,1994,10,4.2
Wisconsin,1994,11,4.1
Wisconsin,1994,12,3.9
Wisconsin,1995,1,3.8
Wisconsin,1995,2,3.8
Wisconsin,1995,3,3.8
Wisconsin,1995,4,3.8
Wisconsin,1995,5,3.7
Wisconsin,1995,6,3.7
Wisconsin,1995,7,3.7
Wisconsin,1995,8,3.7
Wisconsin,1995,9,3.7
Wisconsin,1995,10,3.8
Wisconsin,1995,11,3.8
Wisconsin,1995,12,3.8
Wisconsin,1996,1,3.8
Wisconsin,1996,2,3.8
Wisconsin,1996,3,3.8
Wisconsin,1996,4,3.7
Wisconsin,1996,5,3.7
Wisconsin,1996,6,3.6
Wisconsin,1996,7,3.5
Wisconsin,1996,8,3.5
Wisconsin,1996,9,3.5
Wisconsin,1996,10,3.5
Wisconsin,1996,11,3.5
Wisconsin,1996,12,3.6
Wisconsin,1997,1,3.6
Wisconsin,1997,2,3.7
Wisconsin,1997,3,3.7
Wisconsin,1997,4,3.7
Wisconsin,1997,5,3.6
Wisconsin,1997,6,3.6
Wisconsin,1997,7,3.6
Wisconsin,1997,8,3.5
Wisconsin,1997,9,3.5
Wisconsin,1997,10,3.4
Wisconsin,1997,11,3.4
Wisconsin,1997,12,3.3
Wisconsin,1998,1,3.2
Wisconsin,1998,2,3.2
Wisconsin,1998,3,3.1
Wisconsin,1998,4,3.1
Wisconsin,1998,5,3.2
Wisconsin,1998,6,3.3
Wisconsin,1998,7,3.4
Wisconsin,1998,8,3.5
Wisconsin,1998,9,3.6
Wisconsin,1998,10,3.6
Wisconsin,1998,11,3.6
Wisconsin,1998,12,3.5
Wisconsin,1999,1,3.4
Wisconsin,1999,2,3.2
Wisconsin,1999,3,3.1
Wisconsin,1999,4,3.1
Wisconsin,1999,5,3
Wisconsin,1999,6,3
Wisconsin,1999,7,3
Wisconsin,1999,8,3.1
Wisconsin,1999,9,3.1
Wisconsin,1999,10,3.1
Wisconsin,1999,11,3.2
Wisconsin,1999,12,3.2
Wisconsin,2000,1,3.2
Wisconsin,2000,2,3.2
Wisconsin,2000,3,3.3
Wisconsin,2000,4,3.4
Wisconsin,2000,5,3.5
Wisconsin,2000,6,3.6
Wisconsin,2000,7,3.7
Wisconsin,2000,8,3.7
Wisconsin,2000,9,3.7
Wisconsin,2000,10,3.7
Wisconsin,2000,11,3.7
Wisconsin,2000,12,3.8
Wisconsin,2001,1,3.9
Wisconsin,2001,2,4.1
Wisconsin,2001,3,4.2
Wisconsin,2001,4,4.3
Wisconsin,2001,5,4.4
Wisconsin,2001,6,4.5
Wisconsin,2001,7,4.5
Wisconsin,2001,8,4.6
Wisconsin,2001,9,4.8
Wisconsin,2001,10,4.9
Wisconsin,2001,11,5.1
Wisconsin,2001,12,5.3
Wisconsin,2002,1,5.4
Wisconsin,2002,2,5.5
Wisconsin,2002,3,5.5
Wisconsin,2002,4,5.4
Wisconsin,2002,5,5.4
Wisconsin,2002,6,5.3
Wisconsin,2002,7,5.3
Wisconsin,2002,8,5.3
Wisconsin,2002,9,5.3
Wisconsin,2002,10,5.4
Wisconsin,2002,11,5.4
Wisconsin,2002,12,5.5
Wisconsin,2003,1,5.6
Wisconsin,2003,2,5.7
Wisconsin,2003,3,5.8
Wisconsin,2003,4,5.8
Wisconsin,2003,5,5.8
Wisconsin,2003,6,5.8
Wisconsin,2003,7,5.8
Wisconsin,2003,8,5.8
Wisconsin,2003,9,5.7
Wisconsin,2003,10,5.6
Wisconsin,2003,11,5.5
Wisconsin,2003,12,5.4
Wisconsin,2004,1,5.3
Wisconsin,2004,2,5.3
Wisconsin,2004,3,5.2
Wisconsin,2004,4,5.1
Wisconsin,2004,5,5.1
Wisconsin,2004,6,5
Wisconsin,2004,7,5
Wisconsin,2004,8,4.9
Wisconsin,2004,9,4.9
Wisconsin,2004,10,4.8
Wisconsin,2004,11,4.8
Wisconsin,2004,12,4.8
Wisconsin,2005,1,4.7
Wisconsin,2005,2,4.7
Wisconsin,2005,3,4.6
Wisconsin,2005,4,4.6
Wisconsin,2005,5,4.6
Wisconsin,2005,6,4.6
Wisconsin,2005,7,4.7
Wisconsin,2005,8,4.7
Wisconsin,2005,9,4.8
Wisconsin,2005,10,4.8
Wisconsin,2005,11,4.8
Wisconsin,2005,12,4.8
Wisconsin,2006,1,4.7
Wisconsin,2006,2,4.7
Wisconsin,2006,3,4.7
Wisconsin,2006,4,4.7
Wisconsin,2006,5,4.7
Wisconsin,2006,6,4.7
Wisconsin,2006,7,4.7
Wisconsin,2006,8,4.8
Wisconsin,2006,9,4.8
Wisconsin,2006,10,4.8
Wisconsin,2006,11,4.9
Wisconsin,2006,12,4.9
Wisconsin,2007,1,4.9
Wisconsin,2007,2,4.9
Wisconsin,2007,3,4.9
Wisconsin,2007,4,4.9
Wisconsin,2007,5,4.9
Wisconsin,2007,6,5
Wisconsin,2007,7,5
Wisconsin,2007,8,5.1
Wisconsin,2007,9,5
Wisconsin,2007,10,5
Wisconsin,2007,11,4.9
Wisconsin,2007,12,4.8
Wisconsin,2008,1,4.6
Wisconsin,2008,2,4.5
Wisconsin,2008,3,4.4
Wisconsin,2008,4,4.4
Wisconsin,2008,5,4.5
Wisconsin,2008,6,4.6
Wisconsin,2008,7,4.8
Wisconsin,2008,8,5
Wisconsin,2008,9,5.2
Wisconsin,2008,10,5.6
Wisconsin,2008,11,6
Wisconsin,2008,12,6.6
Wisconsin,2009,1,7.2
Wisconsin,2009,2,7.7
Wisconsin,2009,3,8.2
Wisconsin,2009,4,8.6
Wisconsin,2009,5,8.8
Wisconsin,2009,6,8.9
Wisconsin,2009,7,9
Wisconsin,2009,8,9
Wisconsin,2009,9,9
Wisconsin,2009,10,9.1
Wisconsin,2009,11,9.1
Wisconsin,2009,12,9.2
Wisconsin,2010,1,9.2
Wisconsin,2010,2,9.1
Wisconsin,2010,3,9
Wisconsin,2010,4,8.9
Wisconsin,2010,5,8.7
Wisconsin,2010,6,8.5
Wisconsin,2010,7,8.4
Wisconsin,2010,8,8.4
Wisconsin,2010,9,8.3
Wisconsin,2010,10,8.3
Wisconsin,2010,11,8.2
Wisconsin,2010,12,8.1
Wisconsin,2011,1,8
Wisconsin,2011,2,7.9
Wisconsin,2011,3,7.9
Wisconsin,2011,4,7.9
Wisconsin,2011,5,7.8
Wisconsin,2011,6,7.8
Wisconsin,2011,7,7.8
Wisconsin,2011,8,7.7
Wisconsin,2011,9,7.6
Wisconsin,2011,10,7.5
Wisconsin,2011,11,7.4
Wisconsin,2011,12,7.2
Wisconsin,2012,1,7.1
Wisconsin,2012,2,7.1
Wisconsin,2012,3,7.1
Wisconsin,2012,4,7.1
Wisconsin,2012,5,7.1
Wisconsin,2012,6,7.1
Wisconsin,2012,7,7.1
Wisconsin,2012,8,7
Wisconsin,2012,9,6.9
Wisconsin,2012,10,6.9
Wisconsin,2012,11,6.9
Wisconsin,2012,12,6.9
Wisconsin,2013,1,6.9
Wisconsin,2013,2,6.9
Wisconsin,2013,3,6.9
Wisconsin,2013,4,6.8
Wisconsin,2013,5,6.8
Wisconsin,2013,6,6.7
Wisconsin,2013,7,6.6
Wisconsin,2013,8,6.6
Wisconsin,2013,9,6.5
Wisconsin,2013,10,6.4
Wisconsin,2013,11,6.3
Wisconsin,2013,12,6.1
Wisconsin,2014,1,6
Wisconsin,2014,2,5.8
Wisconsin,2014,3,5.7
Wisconsin,2014,4,5.6
Wisconsin,2014,5,5.5
Wisconsin,2014,6,5.4
Wisconsin,2014,7,5.3
Wisconsin,2014,8,5.2
Wisconsin,2014,9,5.1
Wisconsin,2014,10,5
Wisconsin,2014,11,4.9
Wisconsin,2014,12,4.8
Wisconsin,2015,1,4.8
Wisconsin,2015,2,4.7
Wisconsin,2015,3,4.6
Wisconsin,2015,4,4.6
Wisconsin,2015,5,4.6
Wisconsin,2015,6,4.5
Wisconsin,2015,7,4.5
Wisconsin,2015,8,4.5
Wisconsin,2015,9,4.5
Wisconsin,2015,10,4.5
Wisconsin,2015,11,4.4
Wisconsin,2015,12,4.3
Wisconsin,2016,1,4.3
Wisconsin,2016,2,4.2
Wisconsin,2016,3,4.1
Wisconsin,2016,4,4.1
Wisconsin,2016,5,4.1
Wisconsin,2016,6,4.2
Wisconsin,2016,7,4.2
Wisconsin,2016,8,4.2
Wisconsin,2016,9,4.2
Wisconsin,2016,10,4.2
Wisconsin,2016,11,4.1
Wisconsin,2016,12,4.1
Wisconsin,2017,1,3.9
Wisconsin,2017,2,3.7
Wisconsin,2017,3,3.4
Wisconsin,2017,4,3.2
Wisconsin,2017,5,3.1
Wisconsin,2017,6,3.1
Wisconsin,2017,7,3.2
Wisconsin,2017,8,3.4
Wisconsin,2017,9,3.5
Wisconsin,2017,10,3.4
California,1976,1,10.3
California,1976,2,10
California,1976,3,9.3
California,1976,4,8.8
California,1976,5,7.8
California,1976,6,8.9
California,1976,7,9.4
California,1976,8,9
California,1976,9,8.9
California,1976,10,8.9
California,1976,11,9.4
California,1976,12,9.1
California,1977,1,10
California,1977,2,9.9
California,1977,3,9.3
California,1977,4,8.5
California,1977,5,7.5
California,1977,6,8.5
California,1977,7,8.5
California,1977,8,8.1
California,1977,9,7.7
California,1977,10,7.4
California,1977,11,7.7
California,1977,12,7.1
California,1978,1,8.2
California,1978,2,8.1
California,1978,3,8
California,1978,4,7.3
California,1978,5,6.6
California,1978,6,7.2
California,1978,7,7.7
California,1978,8,6.9
California,1978,9,6.6
California,1978,10,6.3
California,1978,11,6.6
California,1978,12,6.4
California,1979,1,7.1
California,1979,2,7
California,1979,3,6.7
California,1979,4,6.2
California,1979,5,5.4
California,1979,6,6.1
California,1979,7,6.4
California,1979,8,6.3
California,1979,9,5.9
California,1979,10,5.9
California,1979,11,6
California,1979,12,5.8
California,1980,1,6.8
California,1980,2,6.7
California,1980,3,6.5
California,1980,4,6.5
California,1980,5,6.5
California,1980,6,7.1
California,1980,7,7.6
California,1980,8,7.2
California,1980,9,6.8
California,1980,10,6.8
California,1980,11,7
California,1980,12,6.5
California,1981,1,7.9
California,1981,2,7.7
California,1981,3,7.5
California,1981,4,6.9
California,1981,5,6.6
California,1981,6,7.1
California,1981,7,7.3
California,1981,8,7.1
California,1981,9,7.2
California,1981,10,7.5
California,1981,11,8
California,1981,12,8.2
California,1982,1,9.4
California,1982,2,9.6
California,1982,3,9.6
California,1982,4,9.5
California,1982,5,9.1
California,1982,6,9.8
California,1982,7,10.4
California,1982,8,10
California,1982,9,10
California,1982,10,10.3
California,1982,11,10.8
California,1982,12,10.8
California,1983,1,11.6
California,1983,2,11.6
California,1983,3,11.1
California,1983,4,10.4
California,1983,5,9.7
California,1983,6,10.1
California,1983,7,9.7
California,1983,8,9.3
California,1983,9,8.8
California,1983,10,8.5
California,1983,11,8.5
California,1983,12,8.2
California,1984,1,8.9
California,1984,2,8.7
California,1984,3,8.4
California,1984,4,8
California,1984,5,7.3
California,1984,6,7.5
California,1984,7,8
California,1984,8,7.6
California,1984,9,7.3
California,1984,10,7.2
California,1984,11,7.2
California,1984,12,7.1
California,1985,1,8
California,1985,2,7.8
California,1985,3,7.6
California,1985,4,7.2
California,1985,5,6.8
California,1985,6,7.3
California,1985,7,7.6
California,1985,8,7
California,1985,9,6.9
California,1985,10,6.9
California,1985,11,6.7
California,1985,12,6.5
California,1986,1,7
California,1986,2,7.5
California,1986,3,7.2
California,1986,4,6.8
California,1986,5,6.5
California,1986,6,6.8
California,1986,7,7
California,1986,8,6.4
California,1986,9,6.5
California,1986,10,6.4
California,1986,11,6.5
California,1986,12,6
California,1987,1,6.9
California,1987,2,6.8
California,1987,3,6.5
California,1987,4,5.9
California,1987,5,5.5
California,1987,6,5.6
California,1987,7,5.9
California,1987,8,5.4
California,1987,9,5.3
California,1987,10,5.4
California,1987,11,5.4
California,1987,12,5
California,1988,1,6
California,1988,2,5.9
California,1988,3,5.6
California,1988,4,5.1
California,1988,5,5.2
California,1988,6,5.2
California,1988,7,5.6
California,1988,8,5.3
California,1988,9,5
California,1988,10,4.9
California,1988,11,5.1
California,1988,12,4.8
California,1989,1,5.7
California,1989,2,5.4
California,1989,3,5
California,1989,4,5.1
California,1989,5,4.8
California,1989,6,5.2
California,1989,7,5.4
California,1989,8,4.9
California,1989,9,4.9
California,1989,10,4.9
California,1989,11,5.2
California,1989,12,4.9
California,1990,1,5.7
California,1990,2,5.6
California,1990,3,5.4
California,1990,4,5.4
California,1990,5,5.2
California,1990,6,5.3
California,1990,7,5.9
California,1990,8,5.7
California,1990,9,5.9
California,1990,10,5.9
California,1990,11,6.5
California,1990,12,6.6
California,1991,1,7.5
California,1991,2,7.9
California,1991,3,7.9
California,1991,4,7.4
California,1991,5,7.5
California,1991,6,7.7
California,1991,7,7.9
California,1991,8,7.5
California,1991,9,7.5
California,1991,10,7.6
California,1991,11,7.9
California,1991,12,8
California,1992,1,9.2
California,1992,2,9.4
California,1992,3,9.2
California,1992,4,8.7
California,1992,5,8.7
California,1992,6,9.5
California,1992,7,9.7
California,1992,8,9.4
California,1992,9,9.5
California,1992,10,9.2
California,1992,11,9.7
California,1992,12,9.5
California,1993,1,10.3
California,1993,2,10.3
California,1993,3,9.9
California,1993,4,9.5
California,1993,5,9.1
California,1993,6,9.5
California,1993,7,9.7
California,1993,8,9.2
California,1993,9,9.1
California,1993,10,9.2
California,1993,11,9.1
California,1993,12,8.7
California,1994,1,9.9
California,1994,2,9.7
California,1994,3,9.4
California,1994,4,8.9
California,1994,5,8.2
California,1994,6,8.6
California,1994,7,8.9
California,1994,8,8.4
California,1994,9,8.1
California,1994,10,7.9
California,1994,11,7.8
California,1994,12,7.3
California,1995,1,8.5
California,1995,2,8.1
California,1995,3,8
California,1995,4,8
California,1995,5,7.6
California,1995,6,7.8
California,1995,7,8.3
California,1995,8,7.8
California,1995,9,7.7
California,1995,10,7.5
California,1995,11,7.7
California,1995,12,7.3
California,1996,1,8.5
California,1996,2,8.1
California,1996,3,8
California,1996,4,7.5
California,1996,5,7.1
California,1996,6,7.1
California,1996,7,7.6
California,1996,8,6.8
California,1996,9,6.7
California,1996,10,6.6
California,1996,11,6.9
California,1996,12,6.5
California,1997,1,7.5
California,1997,2,7.2
California,1997,3,7
California,1997,4,6.4
California,1997,5,5.9
California,1997,6,6.3
California,1997,7,6.5
California,1997,8,6.1
California,1997,9,6.1
California,1997,10,5.8
California,1997,11,5.8
California,1997,12,5.8
California,1998,1,6.6
California,1998,2,6.3
California,1998,3,6.5
California,1998,4,5.7
California,1998,5,5.5
California,1998,6,5.9
California,1998,7,6.2
California,1998,8,5.9
California,1998,9,5.8
California,1998,10,5.8
California,1998,11,5.7
California,1998,12,5.4
California,1999,1,6.1
California,1999,2,5.9
California,1999,3,5.7
California,1999,4,5.3
California,1999,5,4.7
California,1999,6,5.2
California,1999,7,5.5
California,1999,8,5
California,1999,9,5
California,1999,10,4.9
California,1999,11,4.9
California,1999,12,4.7
California,2000,1,5.4
California,2000,2,5.4
California,2000,3,5.4
California,2000,4,4.8
California,2000,5,4.8
California,2000,6,5
California,2000,7,5.3
California,2000,8,5
California,2000,9,4.6
California,2000,10,4.5
California,2000,11,4.7
California,2000,12,4.4
California,2001,1,5.3
California,2001,2,5.1
California,2001,3,5.3
California,2001,4,4.9
California,2001,5,4.6
California,2001,6,5.2
California,2001,7,5.5
California,2001,8,5.7
California,2001,9,5.5
California,2001,10,5.8
California,2001,11,6.2
California,2001,12,6.1
California,2002,1,7
California,2002,2,6.8
California,2002,3,6.9
California,2002,4,6.6
California,2002,5,6.2
California,2002,6,6.7
California,2002,7,6.9
California,2002,8,6.7
California,2002,9,6.3
California,2002,10,6.4
California,2002,11,6.8
California,2002,12,6.7
California,2003,1,7.3
California,2003,2,7.1
California,2003,3,7.1
California,2003,4,6.7
California,2003,5,6.4
California,2003,6,7.2
California,2003,7,7.1
California,2003,8,6.8
California,2003,9,6.5
California,2003,10,6.5
California,2003,11,6.7
California,2003,12,6.2
California,2004,1,7
California,2004,2,6.7
California,2004,3,7
California,2004,4,6.3
California,2004,5,5.9
California,2004,6,6.4
California,2004,7,6.4
California,2004,8,5.9
California,2004,9,5.6
California,2004,10,5.7
California,2004,11,5.9
California,2004,12,5.7
California,2005,1,6.2
California,2005,2,6.1
California,2005,3,5.9
California,2005,4,5.3
California,2005,5,5
California,2005,6,5.4
California,2005,7,5.5
California,2005,8,5.1
California,2005,9,5.1
California,2005,10,5
California,2005,11,5.3
California,2005,12,4.9
California,2006,1,5.3
California,2006,2,5.3
California,2006,3,5.2
California,2006,4,4.9
California,2006,5,4.5
California,2006,6,4.9
California,2006,7,5.2
California,2006,8,4.9
California,2006,9,4.6
California,2006,10,4.5
California,2006,11,4.8
California,2006,12,4.7
California,2007,1,5.5
California,2007,2,5.4
California,2007,3,5.2
California,2007,4,5
California,2007,5,4.8
California,2007,6,5.3
California,2007,7,5.7
California,2007,8,5.4
California,2007,9,5.3
California,2007,10,5.4
California,2007,11,5.6
California,2007,12,5.9
California,2008,1,6.4
California,2008,2,6.3
California,2008,3,6.6
California,2008,4,6.1
California,2008,5,6.4
California,2008,6,7
California,2008,7,7.6
California,2008,8,7.8
California,2008,9,7.7
California,2008,10,8
California,2008,11,8.4
California,2008,12,9
California,2009,1,10.2
California,2009,2,10.6
California,2009,3,10.9
California,2009,4,10.4
California,2009,5,10.6
California,2009,6,11.3
California,2009,7,11.7
California,2009,8,11.5
California,2009,9,11.4
California,2009,10,11.6
California,2009,11,11.7
California,2009,12,11.8
California,2010,1,12.7
California,2010,2,12.6
California,2010,3,12.6
California,2010,4,12
California,2010,5,11.7
California,2010,6,12
California,2010,7,12.6
California,2010,8,12.3
California,2010,9,11.9
California,2010,10,11.9
California,2010,11,12.3
California,2010,12,12.1
California,2011,1,12.6
California,2011,2,12.2
California,2011,3,12.1
California,2011,4,11.5
California,2011,5,11.3
California,2011,6,12
California,2011,7,12.2
California,2011,8,11.9
California,2011,9,11.5
California,2011,10,11.3
California,2011,11,11
California,2011,12,11
California,2012,1,11.4
California,2012,2,11.3
California,2012,3,11
California,2012,4,10.3
California,2012,5,10.2
California,2012,6,10.6
California,2012,7,10.9
California,2012,8,10.4
California,2012,9,9.6
California,2012,10,9.7
California,2012,11,9.5
California,2012,12,9.6
California,2013,1,10.2
California,2013,2,9.7
California,2013,3,9.3
California,2013,4,8.7
California,2013,5,8.6
California,2013,6,9.2
California,2013,7,9.3
California,2013,8,8.9
California,2013,9,8.5
California,2013,10,8.5
California,2013,11,8.3
California,2013,12,8
California,2014,1,8.4
California,2014,2,8.4
California,2014,3,8.3
California,2014,4,7.3
California,2014,5,7.2
California,2014,6,7.4
California,2014,7,7.9
California,2014,8,7.6
California,2014,9,7
California,2014,10,6.9
California,2014,11,7
California,2014,12,6.6
California,2015,1,7.2
California,2015,2,6.9
California,2015,3,6.7
California,2015,4,6.2
California,2015,5,6.1
